Beneficiary ID,Age,Gender,State,District,Program Category,Enrollment Date,Program Completion Status,Attendance Percentage,Training Hours,Funds Allocated,Funds Utilized,Volunteer Count,Satisfaction Score,Employment Obtained After Training (Yes/No),Monthly Donation Amount,Donor Type,Event Participation Count
BEN-00811,26,Male,Delhi,New Delhi,Education,2025-06-08,Completed,66.59,75,8900.0,8549.14,10,3.0,No,0.0,None,4
BEN-00812,23,Non-binary,Karnataka,Mysore,Health Awareness,2021-12-22,Completed,59.54,11,1500.0,1340.42,6,4.0,No,1400.0,Corporate,4
BEN-00813,42,Female,Karnataka,Mysore,Skill Development,2024-11-26,Completed,78.83,174,22300.0,19900.33,9,4.0,No,0.0,None,5
BEN-00814,29,Male,Karnataka,Mysore,Skill Development,2023-01-21,Completed,84.57,207,15100.0,12443.35,6,4.0,No,15100.0,Government,3
BEN-00815,38,Female,Uttar Pradesh,Lucknow,Digital Literacy,2025-04-17,Completed,64.66,46,7100.0,6948.98,5,4.0,No,0.0,None,0
BEN-00816,15,Female,Uttar Pradesh,Kanpur,Education,2025-11-11,Ongoing,74.24,79,5400.0,3908.86,7,,No,2300.0,Individual,2
BEN-00817,30,Female,Uttar Pradesh,Lucknow,Education,2025-09-06,Completed,68.32,75,8300.0,6776.27,7,3.0,No,1000.0,Individual,1
BEN-00818,36,Male,Uttar Pradesh,Kanpur,Skill Development,2022-01-31,Completed,79.99,220,28300.0,21822.03,8,4.0,No,0.0,None,3
BEN-00819,28,Female,West Bengal,Howrah,Women Empowerment,2023-08-06,Completed,60.43,141,17400.0,15403.71,10,4.0,No,17400.0,Government,1
BEN-00820,38,Male,Delhi,New Delhi,Education,2023-07-28,Completed,71.33,77,9000.0,8245.6,5,3.0,No,0.0,None,5
BEN-00821,22,Female,Uttar Pradesh,Noida,Skill Development,2022-02-21,Completed,74.32,227,26600.0,27427.32,9,3.0,No,25800.0,CSR,3
BEN-00822,42,Female,Uttar Pradesh,Varanasi,Women Empowerment,2021-12-15,Completed,67.77,116,21000.0,19725.51,2,3.0,No,0.0,None,3
BEN-00823,50,Female,Uttar Pradesh,Kanpur,Health Awareness,2023-09-03,Completed,81.42,10,1900.0,1716.69,6,4.0,No,0.0,None,1
BEN-00824,24,Male,Delhi,South Delhi,Education,2025-12-21,Ongoing,86.25,93,8200.0,7412.77,1,,No,8700.0,Corporate,1
BEN-00825,23,Female,Delhi,New Delhi,Health Awareness,2024-06-24,Completed,69.37,12,2500.0,1934.63,7,3.0,No,2800.0,Corporate,5
BEN-00826,42,Male,Karnataka,Bangalore,Education,2024-09-08,Completed,89.87,80,7100.0,7266.45,7,4.0,No,6800.0,Corporate,0
BEN-00827,43,Female,West Bengal,Howrah,Women Empowerment,2024-01-25,Completed,62.3,128,24200.0,23997.71,9,3.0,No,20500.0,Corporate,3
BEN-00828,22,Female,Uttar Pradesh,Noida,Skill Development,2024-11-04,Completed,67.09,205,24200.0,21812.84,4,3.0,No,0.0,None,3
BEN-00829,23,Female,Uttar Pradesh,Varanasi,Education,2025-11-11,Ongoing,58.66,79,5200.0,4569.35,4,,No,0.0,None,4
BEN-00830,25,Female,Uttar Pradesh,Kanpur,Health Awareness,2024-07-23,Completed,94.09,10,1900.0,1556.48,2,5.0,No,1900.0,Government,3
BEN-00831,15,Female,Maharashtra,Nagpur,Education,2021-09-04,Completed,73.59,77,7500.0,7066.8,4,3.0,No,8300.0,CSR,2
BEN-00832,18,Female,West Bengal,Howrah,Education,2024-02-29,Completed,84.94,84,9800.0,9366.58,1,4.0,No,8600.0,Corporate,1
BEN-00833,17,Male,Maharashtra,Mumbai,Skill Development,2025-12-22,Ongoing,80.88,197,24400.0,22482.8,2,,No,0.0,None,4
BEN-00834,20,Male,Delhi,New Delhi,Women Empowerment,2023-09-07,Completed,85.95,130,22200.0,18458.04,1,5.0,No,0.0,None,3
BEN-00835,27,Female,Maharashtra,Nagpur,Education,2024-07-30,Completed,62.67,83,6700.0,6087.52,3,3.0,No,0.0,None,4
BEN-00836,30,Female,Uttar Pradesh,Noida,Education,2022-01-08,Completed,96.04,72,5000.0,4764.27,6,5.0,No,0.0,None,0
BEN-00837,43,Female,Uttar Pradesh,Noida,Education,2022-04-11,Completed,72.87,69,6200.0,5076.66,1,3.0,No,500.0,Individual,2
BEN-00838,18,Female,Maharashtra,Pune,Skill Development,2025-08-05,Completed,86.79,196,16800.0,15068.56,10,5.0,Yes,19400.0,Corporate,3
BEN-00839,37,Female,Delhi,New Delhi,Skill Development,2023-03-31,Completed,91.46,189,23000.0,20567.54,10,5.0,No,1700.0,Individual,3
BEN-00840,25,Male,Uttar Pradesh,Kanpur,Education,2023-04-10,Completed,89.29,82,5500.0,3848.08,4,5.0,No,5800.0,CSR,2
BEN-00841,27,Female,Delhi,New Delhi,Education,2023-09-07,Completed,78.24,74,6800.0,6153.29,7,4.0,No,6500.0,CSR,3
BEN-00842,34,Female,Karnataka,Bangalore,Skill Development,2025-11-22,Ongoing,89.28,187,26400.0,22728.32,7,,No,0.0,None,0
BEN-00843,16,Female,Maharashtra,Mumbai,Health Awareness,2021-11-04,Completed,64.93,13,2600.0,2272.96,5,3.0,No,0.0,None,1
BEN-00844,31,Female,Delhi,South Delhi,Health Awareness,2025-05-28,Completed,84.42,12,1900.0,1567.5,8,4.0,No,900.0,Individual,3
BEN-00845,29,Male,Maharashtra,Mumbai,Digital Literacy,2023-06-17,Dropped Out,74.25,55,10600.0,9907.29,7,2.0,No,0.0,None,4
BEN-00846,32,Female,Delhi,New Delhi,Education,2025-07-05,Completed,69.37,80,8300.0,6164.25,3,3.0,No,8700.0,CSR,2
BEN-00847,30,Female,Karnataka,Mysore,Digital Literacy,2025-12-21,Ongoing,70.85,68,7700.0,8049.31,2,,No,0.0,None,0
BEN-00848,52,Male,West Bengal,Howrah,Skill Development,2023-06-30,Completed,65.74,205,17900.0,18355.53,2,4.0,No,0.0,None,4
BEN-00849,21,Female,Uttar Pradesh,Varanasi,Digital Literacy,2022-03-11,Completed,78.59,63,10800.0,8361.48,2,4.0,No,0.0,None,2
BEN-00850,22,Male,Maharashtra,Pune,Skill Development,2022-04-20,Completed,69.94,184,25300.0,22974.94,3,4.0,No,0.0,None,5
BEN-00851,21,Male,Uttar Pradesh,Kanpur,Skill Development,2025-03-13,Completed,76.34,220,29500.0,27603.25,7,4.0,No,0.0,None,4
BEN-00852,22,Female,Uttar Pradesh,Kanpur,Skill Development,2022-04-21,Completed,74.23,246,22100.0,18090.06,5,4.0,No,22100.0,Government,3
BEN-00853,21,Male,Delhi,New Delhi,Skill Development,2023-01-10,Completed,69.27,184,17600.0,16272.92,2,4.0,No,17600.0,Government,2
BEN-00854,39,Female,West Bengal,Howrah,Health Awareness,2022-09-11,Completed,61.03,10,2800.0,2376.67,4,4.0,No,2800.0,Government,3
BEN-00855,42,Female,Maharashtra,Nagpur,Health Awareness,2023-07-12,Completed,65.19,12,1600.0,1110.86,4,3.0,No,0.0,None,2
BEN-00856,22,Female,Uttar Pradesh,Noida,Digital Literacy,2021-10-04,Completed,66.91,65,9900.0,8490.31,8,3.0,No,10500.0,CSR,1
BEN-00857,19,Female,Uttar Pradesh,Kanpur,Women Empowerment,2025-07-14,Dropped Out,48.64,118,15700.0,14958.24,4,1.0,No,0.0,None,3
BEN-00858,32,Male,Maharashtra,Mumbai,Skill Development,2025-07-18,Completed,74.59,178,21500.0,18038.1,2,4.0,No,20000.0,CSR,3
BEN-00859,22,Male,Uttar Pradesh,Noida,Education,2023-10-21,Completed,57.34,79,6700.0,6260.68,8,3.0,No,6700.0,Government,3
BEN-00860,34,Non-binary,Uttar Pradesh,Lucknow,Digital Literacy,2024-08-25,Completed,60.11,63,10800.0,9290.49,9,3.0,No,2900.0,Individual,2
BEN-00861,30,Male,Delhi,South Delhi,Women Empowerment,2024-10-07,Completed,100.0,115,21900.0,23310.79,4,4.0,No,24200.0,Corporate,3
BEN-00862,15,Female,Uttar Pradesh,Kanpur,Health Awareness,2025-02-28,Dropped Out,63.05,12,1600.0,1418.12,10,1.0,No,0.0,None,1
BEN-00863,43,Female,Maharashtra,Pune,Skill Development,2024-04-12,Completed,71.37,223,26100.0,23560.44,6,4.0,No,0.0,None,2
BEN-00864,45,Female,Karnataka,Mysore,Skill Development,2024-03-27,Completed,99.01,204,28900.0,27859.87,3,4.0,Yes,28900.0,Government,2
BEN-00865,21,Female,Uttar Pradesh,Lucknow,Digital Literacy,2024-09-22,Completed,66.87,59,7100.0,6733.54,1,3.0,No,6700.0,CSR,3
BEN-00866,24,Female,Delhi,South Delhi,Education,2024-12-29,Completed,88.84,86,8900.0,7962.47,5,4.0,No,0.0,None,3
BEN-00867,30,Male,Delhi,South Delhi,Skill Development,2023-06-26,Completed,83.44,182,22300.0,20444.88,3,5.0,Yes,0.0,None,3
BEN-00868,31,Female,Delhi,South Delhi,Education,2023-05-27,Dropped Out,74.05,72,5600.0,5306.15,8,2.0,No,5600.0,Government,3
BEN-00869,34,Female,Maharashtra,Mumbai,Health Awareness,2023-01-29,Completed,87.26,11,3300.0,2668.06,2,5.0,No,0.0,None,2
BEN-00870,48,Female,Uttar Pradesh,Kanpur,Education,2024-05-25,Completed,70.53,76,8600.0,7652.8,9,4.0,No,500.0,Individual,2
BEN-00871,26,Male,Karnataka,Mysore,Education,2023-07-21,Completed,90.37,73,8000.0,7288.33,1,4.0,No,8200.0,CSR,2
BEN-00872,20,Male,Karnataka,Mysore,Skill Development,2024-05-12,Completed,73.79,236,19900.0,17994.32,7,,No,0.0,None,3
BEN-00873,15,Male,Uttar Pradesh,Varanasi,Skill Development,2023-10-09,Completed,90.42,243,18000.0,18306.58,10,5.0,Yes,0.0,None,3
BEN-00874,20,Female,Uttar Pradesh,Kanpur,Skill Development,2025-06-20,Dropped Out,59.29,192,25200.0,23727.68,6,3.0,No,0.0,None,4
BEN-00875,27,Male,Uttar Pradesh,Kanpur,Education,2021-09-30,Dropped Out,90.26,80,6600.0,5687.76,4,1.0,No,0.0,None,4
BEN-00876,45,Female,Uttar Pradesh,Varanasi,Digital Literacy,2024-06-28,Completed,100.0,58,10700.0,9462.26,10,5.0,Yes,0.0,None,3
BEN-00877,22,Male,Maharashtra,Mumbai,Digital Literacy,2024-07-03,Completed,69.08,66,8000.0,5951.85,10,3.0,No,0.0,None,3
BEN-00878,30,Female,Uttar Pradesh,Noida,Skill Development,2023-08-31,Completed,81.44,226,16500.0,14225.09,1,4.0,Yes,0.0,None,5
BEN-00879,27,Female,Uttar Pradesh,Kanpur,Health Awareness,2023-11-04,Dropped Out,34.87,9,3000.0,2730.2,1,3.0,No,0.0,None,3
BEN-00880,39,Female,Karnataka,Bangalore,Women Empowerment,2025-05-05,Dropped Out,53.6,125,23300.0,18870.6,7,2.0,No,0.0,None,1
BEN-00881,53,Male,Uttar Pradesh,Kanpur,Education,2023-02-20,Completed,67.09,69,6900.0,5989.82,4,4.0,No,0.0,None,4
BEN-00882,22,Female,Karnataka,Bangalore,Skill Development,2025-08-01,Completed,70.87,235,18300.0,16829.19,6,4.0,No,16300.0,Corporate,4
BEN-00883,23,Male,Delhi,South Delhi,Skill Development,2025-08-31,Completed,55.11,208,22100.0,20017.23,8,4.0,No,22100.0,Government,2
BEN-00884,38,Female,Uttar Pradesh,Kanpur,Skill Development,2024-10-19,Completed,64.79,183,22300.0,19825.38,4,3.0,No,0.0,None,6
BEN-00885,34,Female,Delhi,South Delhi,Skill Development,2025-03-31,Completed,66.96,195,28400.0,27099.34,7,3.0,No,0.0,None,1
BEN-00886,46,Female,Delhi,South Delhi,Health Awareness,2024-08-27,Completed,68.23,11,1800.0,1418.18,6,4.0,No,0.0,None,3
BEN-00887,33,Female,Maharashtra,Nagpur,Skill Development,2024-04-19,Completed,76.84,210,28900.0,24702.81,5,4.0,No,0.0,None,2
BEN-00888,24,Female,Uttar Pradesh,Noida,Women Empowerment,2025-11-22,Ongoing,66.44,132,17900.0,15048.88,7,,No,0.0,None,4
BEN-00889,33,Female,Maharashtra,Pune,Education,2023-02-24,Completed,74.28,70,6900.0,6961.97,7,4.0,No,0.0,None,2
BEN-00890,39,Male,West Bengal,Kolkata,Skill Development,2022-05-14,Completed,86.68,236,17000.0,15650.51,4,5.0,Yes,16100.0,CSR,5
BEN-00891,36,Female,Delhi,New Delhi,Skill Development,2023-03-05,Completed,80.27,232,25800.0,20505.3,7,5.0,Yes,32500.0,CSR,0
BEN-00892,33,Male,Uttar Pradesh,Varanasi,Skill Development,2024-08-29,Completed,64.42,182,24500.0,22969.77,8,4.0,No,0.0,None,5
BEN-00893,38,Male,Delhi,New Delhi,Health Awareness,2022-07-29,Completed,87.8,12,3500.0,3041.0,6,5.0,No,0.0,None,4
BEN-00894,39,Male,Maharashtra,Pune,Health Awareness,2025-09-15,Completed,67.7,14,1900.0,1642.84,3,3.0,No,0.0,None,2
BEN-00895,41,Female,Maharashtra,Mumbai,Skill Development,2023-10-18,Completed,97.32,224,16900.0,16219.59,4,4.0,Yes,0.0,None,0
BEN-00896,34,Female,Delhi,South Delhi,Women Empowerment,2025-07-06,Dropped Out,59.24,115,21000.0,18855.07,10,3.0,No,0.0,None,4
BEN-00897,26,Female,Maharashtra,Mumbai,Digital Literacy,2022-12-18,Completed,95.48,64,6400.0,5887.4,10,5.0,No,1900.0,Individual,4
BEN-00898,29,Male,Karnataka,Bangalore,Women Empowerment,2023-04-24,Completed,85.3,155,13800.0,11737.74,9,5.0,No,0.0,None,3
BEN-00899,40,Male,Delhi,South Delhi,Education,2021-08-16,Completed,82.83,80,9300.0,7869.42,6,4.0,No,11500.0,CSR,3
BEN-00900,19,Female,Delhi,New Delhi,Women Empowerment,2023-01-04,Completed,66.16,112,18000.0,14206.5,7,3.0,No,1600.0,Individual,4
BEN-00901,31,Female,Uttar Pradesh,Lucknow,Education,2024-02-25,Completed,74.07,81,5900.0,5941.07,9,4.0,No,0.0,None,1
BEN-00902,24,Male,Karnataka,Mysore,Digital Literacy,2025-10-29,Completed,75.04,61,8100.0,7612.62,10,3.0,No,0.0,None,2
BEN-00903,28,Female,West Bengal,Howrah,Skill Development,2023-09-10,Completed,100.0,189,28300.0,25071.31,4,4.0,Yes,0.0,None,3
BEN-00904,40,Male,Uttar Pradesh,Varanasi,Skill Development,2024-10-03,Completed,53.28,208,24100.0,18181.43,7,4.0,No,0.0,None,3
BEN-00905,29,Male,Maharashtra,Nagpur,Education,2023-11-15,Completed,69.12,69,8900.0,8013.58,1,4.0,No,0.0,None,3
BEN-00906,28,Male,Uttar Pradesh,Kanpur,Skill Development,2021-07-05,Completed,88.08,186,24600.0,22266.92,10,5.0,No,24600.0,Government,2
BEN-00907,15,Female,Karnataka,Bangalore,Digital Literacy,2024-03-16,Completed,85.3,64,9700.0,9177.03,10,5.0,No,800.0,Individual,2
BEN-00908,35,Female,Delhi,South Delhi,Education,2021-09-07,Completed,73.59,65,5800.0,4685.29,10,3.0,No,5800.0,Government,2
BEN-00909,34,Male,Uttar Pradesh,Kanpur,Skill Development,2025-08-16,Completed,89.81,218,29600.0,30177.39,3,5.0,Yes,29600.0,Government,5
BEN-00910,49,Male,Karnataka,Mysore,Digital Literacy,2025-03-05,Completed,82.35,47,11100.0,10519.11,4,4.0,No,11800.0,CSR,1
BEN-00911,24,Female,Uttar Pradesh,Kanpur,Skill Development,2023-08-23,Completed,73.74,165,16300.0,12834.27,8,3.0,No,0.0,None,4
BEN-00912,30,Female,Karnataka,Bangalore,Skill Development,2024-10-04,Completed,70.8,190,27900.0,25309.85,2,3.0,No,0.0,None,0
BEN-00913,30,Male,Maharashtra,Nagpur,Women Empowerment,2022-01-23,Dropped Out,82.64,123,18400.0,15432.86,1,1.0,No,0.0,None,3
BEN-00914,43,Male,Uttar Pradesh,Lucknow,Skill Development,2024-12-29,Completed,70.73,226,29900.0,28429.67,6,4.0,No,29900.0,Government,2
BEN-00915,27,Male,Uttar Pradesh,Noida,Education,2025-06-02,Dropped Out,58.57,80,8000.0,6097.71,6,1.0,No,0.0,None,2
BEN-00916,30,Non-binary,Uttar Pradesh,Varanasi,Education,2025-06-01,Completed,71.09,78,9200.0,9641.94,5,4.0,No,9300.0,CSR,2
BEN-00917,34,Female,Delhi,New Delhi,Women Empowerment,2023-02-27,Completed,67.99,126,15600.0,13908.79,10,4.0,No,0.0,None,4
BEN-00918,29,Female,Maharashtra,Nagpur,Digital Literacy,2023-01-17,Completed,75.04,54,10400.0,9224.61,8,3.0,No,10700.0,Corporate,1
BEN-00919,23,Male,Uttar Pradesh,Lucknow,Education,2024-04-13,Completed,71.22,81,8700.0,7674.01,5,3.0,No,0.0,None,2
BEN-00920,29,Male,Uttar Pradesh,Kanpur,Education,2025-11-23,Ongoing,70.34,70,6200.0,5413.07,3,,No,6200.0,Government,3
BEN-00921,38,Female,Uttar Pradesh,Lucknow,Skill Development,2025-09-29,Completed,81.67,201,19900.0,18326.74,7,5.0,Yes,0.0,None,2
BEN-00922,17,Female,Delhi,New Delhi,Health Awareness,2023-07-20,Completed,90.23,11,2700.0,2420.18,3,5.0,No,2700.0,Government,1
BEN-00923,29,Male,Delhi,South Delhi,Skill Development,2025-04-09,Completed,78.28,183,28400.0,27787.39,5,3.0,No,28400.0,Government,2
BEN-00924,20,Female,Uttar Pradesh,Noida,Digital Literacy,2025-09-30,Completed,85.38,60,9600.0,8954.53,2,4.0,Yes,11200.0,Corporate,3
BEN-00925,39,Female,Maharashtra,Nagpur,Education,2023-01-11,Completed,72.53,81,5700.0,5048.96,8,3.0,No,0.0,None,3
BEN-00926,15,Female,Uttar Pradesh,Varanasi,Digital Literacy,2025-06-12,Completed,82.39,67,9400.0,7166.9,3,5.0,No,0.0,None,2
BEN-00927,22,Male,West Bengal,Kolkata,Women Empowerment,2023-01-25,Completed,96.24,100,12100.0,10909.15,7,4.0,Yes,12200.0,Corporate,4
BEN-00928,31,Male,West Bengal,Kolkata,Women Empowerment,2023-06-20,Completed,79.15,119,24700.0,20523.08,10,4.0,No,0.0,None,3
BEN-00929,43,Female,Delhi,South Delhi,Skill Development,2022-08-29,Completed,94.51,184,15600.0,13996.03,8,4.0,No,0.0,None,3
BEN-00930,27,Male,West Bengal,Kolkata,Health Awareness,2024-03-22,Completed,96.61,13,2400.0,2304.36,8,5.0,No,0.0,None,4
BEN-00931,22,Male,Karnataka,Mysore,Education,2025-06-28,Completed,100.0,86,8800.0,7416.78,10,5.0,No,0.0,None,2
BEN-00932,46,Male,Karnataka,Mysore,Education,2024-04-23,Completed,86.32,84,5200.0,4580.96,2,4.0,No,0.0,None,2
BEN-00933,15,Male,Maharashtra,Pune,Skill Development,2022-02-24,Completed,64.17,185,23000.0,17533.35,3,4.0,No,0.0,None,3
BEN-00934,15,Female,Uttar Pradesh,Kanpur,Digital Literacy,2022-12-23,Completed,74.84,65,8900.0,7521.54,7,3.0,No,0.0,None,2
BEN-00935,32,Female,Uttar Pradesh,Noida,Health Awareness,2024-06-15,Completed,54.91,10,3100.0,2542.95,4,3.0,No,3400.0,CSR,0
BEN-00936,22,Female,Uttar Pradesh,Noida,Skill Development,2024-07-15,Completed,82.47,165,27300.0,21696.42,6,5.0,Yes,0.0,None,2
BEN-00937,17,Female,Delhi,South Delhi,Women Empowerment,2024-07-05,Completed,92.84,104,17900.0,15403.92,1,5.0,No,17900.0,Government,2
BEN-00938,35,Female,Uttar Pradesh,Noida,Education,2021-10-12,Completed,69.45,79,6200.0,5534.36,3,4.0,No,6200.0,Corporate,4
BEN-00939,30,Male,Uttar Pradesh,Noida,Health Awareness,2025-03-06,Completed,95.81,12,2600.0,2389.25,4,4.0,No,0.0,None,2
BEN-00940,22,Male,Maharashtra,Mumbai,Health Awareness,2025-09-16,Completed,72.97,8,1500.0,1295.51,8,3.0,No,0.0,None,5
BEN-00941,15,Male,Uttar Pradesh,Lucknow,Women Empowerment,2024-03-27,Completed,86.25,135,21500.0,18782.43,1,5.0,No,0.0,None,1
BEN-00942,36,Female,Maharashtra,Nagpur,Skill Development,2025-01-19,Completed,70.83,202,29200.0,26089.84,5,4.0,No,0.0,None,1
BEN-00943,34,Female,West Bengal,Howrah,Digital Literacy,2025-09-21,Dropped Out,74.22,50,6800.0,5583.43,6,3.0,No,600.0,Individual,0
BEN-00944,27,Female,Delhi,New Delhi,Digital Literacy,2024-10-08,Dropped Out,52.55,60,7800.0,6787.28,8,1.0,No,9300.0,Corporate,1
BEN-00945,46,Female,Delhi,South Delhi,Women Empowerment,2024-11-20,Completed,80.24,133,20400.0,16516.82,3,4.0,Yes,20400.0,Government,2
BEN-00946,17,Female,Maharashtra,Nagpur,Skill Development,2025-01-23,Dropped Out,97.49,211,16400.0,16119.8,10,2.0,No,1500.0,Individual,2
BEN-00947,15,Male,Maharashtra,Mumbai,Women Empowerment,2023-01-10,Completed,55.84,133,18200.0,15684.24,4,3.0,No,0.0,None,1
BEN-00948,21,Non-binary,Uttar Pradesh,Noida,Women Empowerment,2024-07-14,Completed,84.19,103,16000.0,14914.05,5,5.0,No,0.0,None,4
BEN-00949,27,Female,Karnataka,Mysore,Skill Development,2025-06-26,Completed,78.92,191,25500.0,20169.3,6,4.0,No,22100.0,Corporate,2
BEN-00950,30,Female,Uttar Pradesh,Varanasi,Skill Development,2023-03-23,Completed,75.36,181,27900.0,22874.46,7,3.0,No,22900.0,Corporate,1
BEN-00951,25,Male,Uttar Pradesh,Kanpur,Skill Development,2025-09-01,Completed,91.14,234,26200.0,26444.08,6,4.0,No,23600.0,Corporate,0
BEN-00952,31,Female,Karnataka,Mysore,Women Empowerment,2024-09-06,Completed,87.46,127,12300.0,10188.45,8,4.0,No,12300.0,Government,2
BEN-00953,15,Male,Uttar Pradesh,Lucknow,Skill Development,2023-11-07,Completed,49.02,256,21800.0,18482.49,8,4.0,No,0.0,None,3
BEN-00954,42,Male,Maharashtra,Pune,Skill Development,2024-09-10,Completed,67.62,190,26600.0,23540.72,9,3.0,No,0.0,None,2
BEN-00955,27,Male,Uttar Pradesh,Varanasi,Health Awareness,2023-10-02,Completed,68.37,11,3200.0,3003.03,3,3.0,No,0.0,None,5
BEN-00956,39,Female,Uttar Pradesh,Noida,Skill Development,2025-06-21,Completed,86.76,197,21100.0,17431.77,4,5.0,No,0.0,None,5
BEN-00957,31,Male,Uttar Pradesh,Lucknow,Education,2024-02-12,Completed,83.86,91,8900.0,7672.22,2,4.0,No,10500.0,CSR,1
BEN-00958,32,Female,Uttar Pradesh,Kanpur,Skill Development,2025-09-06,Completed,75.59,192,20600.0,13727.38,2,3.0,No,0.0,None,5
BEN-00959,33,Male,Delhi,South Delhi,Digital Literacy,2024-03-26,Completed,66.26,60,8800.0,8038.29,1,4.0,No,10200.0,CSR,3
BEN-00960,32,Female,Karnataka,Mysore,Health Awareness,2024-11-01,Completed,61.88,12,2800.0,2466.88,10,4.0,No,2800.0,Government,2
BEN-00961,34,Female,Maharashtra,Nagpur,Skill Development,2025-12-28,Ongoing,93.66,200,27900.0,24235.5,6,,No,0.0,None,3
BEN-00962,41,Female,Karnataka,Mysore,Digital Literacy,2022-04-26,Completed,67.56,56,6400.0,5501.53,10,3.0,No,6700.0,Corporate,3
BEN-00963,29,Female,Uttar Pradesh,Varanasi,Education,2025-02-12,Completed,69.2,78,9500.0,8134.37,4,3.0,No,9500.0,CSR,1
BEN-00964,35,Male,Uttar Pradesh,Kanpur,Digital Literacy,2022-04-05,Completed,84.38,58,8000.0,7741.75,3,4.0,No,0.0,None,3
BEN-00965,27,Male,Uttar Pradesh,Varanasi,Education,2025-06-22,Dropped Out,54.69,79,5200.0,5134.91,1,1.0,No,5200.0,Government,3
BEN-00966,42,Male,Delhi,New Delhi,Education,2024-08-03,Completed,96.16,87,7100.0,6691.0,1,5.0,No,0.0,None,2
BEN-00967,21,Female,Maharashtra,Pune,Skill Development,2025-10-20,Completed,93.16,235,19000.0,16499.11,6,4.0,Yes,19300.0,CSR,3
BEN-00968,46,Male,Delhi,South Delhi,Skill Development,2025-07-26,Completed,77.56,183,29200.0,22334.32,8,4.0,No,0.0,None,1
BEN-00969,27,Female,Karnataka,Bangalore,Skill Development,2021-10-06,Completed,78.76,192,23100.0,19304.62,10,4.0,No,0.0,None,1
BEN-00970,15,Male,Maharashtra,Mumbai,Health Awareness,2022-04-01,Completed,76.76,11,3100.0,2858.38,5,3.0,No,2900.0,Individual,4
BEN-00971,29,Male,Delhi,South Delhi,Health Awareness,2024-08-10,Completed,77.2,12,3100.0,2986.89,8,3.0,No,0.0,None,4
BEN-00972,21,Female,West Bengal,Howrah,Skill Development,2024-04-08,Completed,74.42,189,16200.0,12846.93,2,3.0,No,0.0,None,5
BEN-00973,36,Male,Uttar Pradesh,Varanasi,Skill Development,2022-06-19,Dropped Out,57.6,204,28200.0,23236.65,5,1.0,No,0.0,None,5
BEN-00974,21,Female,Maharashtra,Nagpur,Education,2022-03-11,Completed,43.93,88,8700.0,8511.15,2,3.0,No,8200.0,Corporate,2
BEN-00975,23,Female,Delhi,South Delhi,Education,2024-06-16,Completed,72.31,59,5300.0,4541.21,6,3.0,No,0.0,None,0
BEN-00976,15,Male,Delhi,New Delhi,Women Empowerment,2021-07-12,Completed,73.77,125,24300.0,20111.7,3,4.0,Yes,0.0,None,4
BEN-00977,23,Female,Uttar Pradesh,Kanpur,Education,2025-08-04,Completed,71.16,76,8400.0,7486.58,10,4.0,No,0.0,None,2
BEN-00978,15,Male,Maharashtra,Pune,Health Awareness,2025-05-14,Completed,82.19,12,3300.0,3499.46,4,5.0,No,3900.0,Corporate,4
BEN-00979,15,Female,Maharashtra,Mumbai,Skill Development,2025-04-16,Completed,77.48,182,16700.0,12575.02,4,4.0,No,21500.0,CSR,4
BEN-00980,35,Female,Maharashtra,Nagpur,Education,2021-03-11,Completed,71.45,89,6800.0,5430.58,5,3.0,No,1700.0,Individual,2
BEN-00981,35,Male,Uttar Pradesh,Lucknow,Skill Development,2021-07-08,Completed,69.57,218,24300.0,20402.93,1,4.0,No,0.0,None,2
BEN-00982,32,Male,West Bengal,Howrah,Education,2024-05-26,Completed,100.0,84,6800.0,7072.56,1,5.0,No,0.0,None,3
BEN-00983,18,Male,Karnataka,Mysore,Skill Development,2025-12-24,Ongoing,93.91,215,17600.0,15540.89,2,,No,0.0,None,2
BEN-00984,27,Male,Maharashtra,Mumbai,Health Awareness,2023-06-18,Completed,70.78,11,2600.0,2084.9,1,3.0,No,0.0,None,2
BEN-00985,27,Male,Delhi,South Delhi,Skill Development,2023-06-22,Completed,70.7,187,16000.0,14506.4,6,4.0,No,16000.0,Government,3
BEN-00986,16,Female,Karnataka,Bangalore,Education,2022-03-24,Completed,79.04,86,8500.0,8065.3,10,3.0,No,6900.0,Corporate,2
BEN-00987,43,Female,Uttar Pradesh,Noida,Health Awareness,2024-11-20,Completed,72.92,11,1900.0,1391.17,10,4.0,No,0.0,None,5
BEN-00988,36,Female,Uttar Pradesh,Varanasi,Education,2024-10-13,Completed,83.88,91,9900.0,8177.74,8,5.0,No,0.0,None,3
BEN-00989,25,Female,Maharashtra,Nagpur,Health Awareness,2021-12-24,Completed,71.74,11,2000.0,1906.55,6,4.0,No,2300.0,Corporate,3
BEN-00990,28,Male,Karnataka,Bangalore,Skill Development,2024-01-19,Dropped Out,55.01,210,16700.0,14084.58,6,1.0,No,0.0,None,3
BEN-00991,30,Female,Uttar Pradesh,Lucknow,Skill Development,2024-11-10,Completed,89.5,241,22200.0,19460.61,10,5.0,Yes,2100.0,Individual,0
